rank,CHP_ID,Chinese_herbal_pieces,high_quality_ratio,total_compounds,effective_count,high_quality_count,ultra_high_count
391,CHP00042,巴西胡桐,0.7,10.0,10.0,7.0,7.0
392,CHP03180,千金子,0.7,10.0,10.0,7.0,7.0
393,CHP04765,薤白,0.7,40.0,40.0,28.0,27.0
394,CHP00040,巴拿马山石榴,0.7,10.0,10.0,7.0,7.0
395,CHP00146,白头翁,0.6989247311827957,93.0,93.0,65.0,64.0
396,CHP04466,豨莶草,0.6964285714285714,56.0,56.0,39.0,39.0
397,CHP05205,迎春花,0.6923076923076923,13.0,13.0,9.0,9.0
398,CHP03687,省沽油,0.6923076923076923,13.0,13.0,9.0,9.0
399,CHP01815,棘豆,0.6923076923076923,13.0,13.0,9.0,9.0
400,CHP05512,肿柄菊,0.6923076923076923,13.0,13.0,9.0,9.0
401,CHP02557,麻叶,0.6923076923076923,13.0,13.0,9.0,8.0
402,CHP03229,青蒿,0.6916666666666667,120.0,120.0,83.0,80.0
403,CHP02119,苦楝皮,0.6896551724137931,87.0,87.0,60.0,59.0
404,CHP06134,云芝,0.6875,16.0,16.0,11.0,11.0
405,CHP03389,三棱,0.6875,16.0,16.0,11.0,11.0
406,CHP02406,龙葵根,0.6875,48.0,48.0,33.0,32.0
407,CHP02842,牡丹皮,0.6865671641791045,67.0,67.0,46.0,46.0
408,CHP01356,合欢皮,0.6857142857142857,35.0,35.0,24.0,23.0
409,CHP01795,鸡屎藤,0.6857142857142857,35.0,35.0,24.0,24.0
410,CHP02023,菊苣,0.6857142857142857,70.0,70.0,48.0,48.0
411,CHP01045,风藤,0.6853932584269663,89.0,89.0,61.0,61.0
412,CHP02098,苦丁茶,0.6850393700787402,127.0,127.0,87.0,85.0
413,CHP02219,莨菪叶,0.6842105263157895,38.0,38.0,26.0,24.0
414,CHP01936,金雀花,0.6842105263157895,19.0,19.0,13.0,13.0
415,CHP01187,葛花,0.6825396825396826,63.0,63.0,43.0,43.0
416,CHP03193,前胡,0.6823529411764706,85.0,85.0,58.0,57.0
417,CHP00150,白薇,0.6823529411764706,85.0,85.0,58.0,56.0
418,CHP00341,柴胡,0.6822742474916388,299.0,299.0,204.0,202.0
419,CHP03635,芍药,0.6822429906542056,107.0,107.0,73.0,73.0
420,CHP02621,曼陀罗,0.6818181818181818,44.0,44.0,30.0,30.0
421,CHP05427,长管香茶菜,0.6818181818181818,22.0,22.0,15.0,15.0
422,CHP04065,桃仁,0.6805555555555556,72.0,72.0,49.0,49.0
423,CHP03323,人参叶,0.68,75.0,75.0,51.0,51.0
424,CHP00168,百部,0.6795580110497238,181.0,181.0,123.0,123.0
425,CHP02808,绵萆薢,0.6792452830188679,53.0,53.0,36.0,36.0
426,CHP03204,枪刀药,0.6785714285714286,28.0,28.0,19.0,19.0
427,CHP02412,龙舌兰,0.6785714285714286,28.0,28.0,19.0,19.0
428,CHP01958,金银花,0.678082191780822,146.0,146.0,99.0,99.0
429,CHP02495,罗汉果,0.6764705882352942,102.0,102.0,69.0,69.0
430,CHP00689,地黄,0.6736842105263158,285.0,285.0,192.0,192.0
431,CHP00384,赤小豆,0.6730769230769231,52.0,52.0,35.0,35.0
432,CHP03698,十大功劳叶,0.6716417910447762,67.0,67.0,45.0,44.0
433,CHP01236,枸杞子,0.6715328467153284,137.0,137.0,92.0,92.0
434,CHP03696,十大功劳,0.6666666666666666,12.0,12.0,8.0,7.0
435,CHP05087,野鸦椿,0.6666666666666666,3.0,3.0,2.0,2.0
436,CHP03576,山莴苣,0.6666666666666666,6.0,6.0,4.0,4.0
437,CHP05005,药用倒提壶,0.6666666666666666,3.0,3.0,2.0,2.0
438,CHP05012,野百合,0.6666666666666666,3.0,3.0,2.0,2.0
439,CHP01822,蕺叶秋海棠,0.6666666666666666,3.0,3.0,2.0,2.0
440,CHP03630,商陆,0.6666666666666666,93.0,93.0,62.0,62.0
441,CHP01159,杠香藤,0.6666666666666666,3.0,3.0,2.0,2.0
442,CHP04984,杨梅,0.6666666666666666,9.0,9.0,6.0,6.0
443,CHP01946,金挖耳,0.6666666666666666,3.0,3.0,2.0,2.0
444,CHP02739,茅膏菜,0.6666666666666666,3.0,3.0,2.0,2.0
445,CHP03969,松香,0.6666666666666666,6.0,6.0,4.0,4.0
446,CHP03907,水蜈蚣,0.6666666666666666,3.0,3.0,2.0,2.0
447,CHP03911,水仙根,0.6666666666666666,6.0,6.0,4.0,4.0
448,CHP04473,细葛缕子,0.6666666666666666,30.0,30.0,20.0,20.0
449,CHP02025,菊芋,0.6666666666666666,6.0,6.0,4.0,4.0
450,CHP00514,大黄花,0.6666666666666666,9.0,9.0,6.0,6.0
451,CHP04571,香茅,0.6666666666666666,3.0,3.0,2.0,2.0
452,CHP03863,水苦荬,0.6666666666666666,6.0,6.0,4.0,4.0
453,CHP02121,苦楝叶,0.6666666666666666,3.0,3.0,2.0,2.0
454,CHP02085,苦芺,0.6666666666666666,3.0,3.0,2.0,2.0
455,CHP03977,苏合香,0.6666666666666666,21.0,21.0,14.0,14.0
456,CHP00373,齿叶草,0.6666666666666666,3.0,3.0,2.0,1.0
457,CHP00381,赤麻,0.6666666666666666,3.0,3.0,2.0,2.0
458,CHP04113,甜菜,0.6666666666666666,3.0,3.0,2.0,2.0
459,CHP05320,月桂叶,0.6666666666666666,6.0,6.0,4.0,4.0
460,CHP05329,越橘叶,0.6666666666666666,3.0,3.0,2.0,2.0
461,CHP01132,肝风草,0.6666666666666666,18.0,18.0,12.0,12.0
462,CHP01163,高粱,0.6666666666666666,6.0,6.0,4.0,4.0
463,CHP03487,山橙,0.6666666666666666,6.0,6.0,4.0,4.0
464,CHP01690,黄连,0.6666666666666666,24.0,24.0,16.0,16.0
465,CHP03532,山姜,0.6666666666666666,18.0,18.0,12.0,12.0
466,CHP01625,槐角,0.6666666666666666,18.0,18.0,12.0,12.0
467,CHP02913,苜蓿,0.6666666666666666,6.0,6.0,4.0,4.0
468,CHP02935,南蛇竻,0.6666666666666666,12.0,12.0,8.0,8.0
469,CHP02983,牛蒡根,0.6666666666666666,3.0,3.0,2.0,1.0
470,CHP02925,南瓜,0.6666666666666666,3.0,3.0,2.0,2.0
471,CHP03360,蕤仁,0.6666666666666666,3.0,3.0,2.0,2.0
472,CHP01222,狗牙花,0.6666666666666666,45.0,45.0,30.0,30.0
473,CHP01312,鬼针草,0.6666666666666666,15.0,15.0,10.0,10.0
474,CHP01327,桂竹香,0.6666666666666666,3.0,3.0,2.0,2.0
475,CHP04904,岩败酱,0.6666666666666666,3.0,3.0,2.0,2.0
476,CHP04903,岩白菜,0.6666666666666666,3.0,3.0,2.0,2.0
477,CHP00902,断节参,0.6666666666666666,3.0,3.0,2.0,2.0
478,CHP01241,古柯,0.6666666666666666,12.0,12.0,8.0,8.0
479,CHP04900,芫花根,0.6666666666666666,3.0,3.0,2.0,2.0
480,CHP00444,刺果苏木,0.6666666666666666,36.0,36.0,24.0,24.0
481,CHP00486,大豆,0.6666666666666666,12.0,12.0,8.0,7.0
482,CHP04378,无距耧斗菜,0.6666666666666666,3.0,3.0,2.0,2.0
483,CHP02847,木半夏根,0.6666666666666666,3.0,3.0,2.0,2.0
484,CHP00472,打碗花,0.6666666666666666,3.0,3.0,2.0,2.0
485,CHP04948,眼子菜,0.6666666666666666,9.0,9.0,6.0,5.0
486,CHP00987,番木瓜,0.6666666666666666,24.0,24.0,16.0,16.0
487,CHP00936,多裂委陵菜,0.6666666666666666,3.0,3.0,2.0,2.0
488,CHP04127,甜叶菊,0.6666666666666666,3.0,3.0,2.0,2.0
489,CHP00256,鞭叶铁线蕨,0.6666666666666666,12.0,12.0,8.0,8.0
490,CHP02878,木槿花,0.6666666666666666,3.0,3.0,2.0,2.0
491,CHP02997,牛耳枫子,0.6666666666666666,6.0,6.0,4.0,4.0
492,CHP03159,桤木,0.6666666666666666,3.0,3.0,2.0,2.0
493,CHP01516,胡芦巴,0.6666666666666666,144.0,144.0,96.0,96.0
494,CHP01570,花生油,0.6666666666666666,3.0,3.0,2.0,2.0
495,CHP04858,血桐,0.6666666666666666,21.0,21.0,14.0,13.0
496,CHP03135,蒲黄,0.6666666666666666,12.0,12.0,8.0,8.0
497,CHP03116,萍蓬草,0.6666666666666666,6.0,6.0,4.0,4.0
498,CHP03099,枇杷核,0.6666666666666666,6.0,6.0,4.0,4.0
499,CHP03270,苘麻子,0.6666666666666666,3.0,3.0,2.0,2.0
500,CHP01382,黑老虎,0.6666666666666666,48.0,48.0,32.0,32.0
501,CHP01369,鹤草芽,0.6666666666666666,3.0,3.0,2.0,2.0
502,CHP00308,藏青果,0.6666666666666666,3.0,3.0,2.0,1.0
503,CHP04170,铁仔,0.6666666666666666,3.0,3.0,2.0,1.0
504,CHP04165,铁丝七,0.6666666666666666,6.0,6.0,4.0,4.0
505,CHP03273,秋枫木,0.6666666666666666,3.0,3.0,2.0,2.0
506,CHP01387,黑水翠雀,0.6666666666666666,3.0,3.0,2.0,2.0
507,CHP01985,荆芥穗,0.6666666666666666,6.0,6.0,4.0,4.0
508,CHP05663,紫茉莉根,0.6666666666666666,3.0,3.0,2.0,2.0
509,CHP05591,苎麻,0.6666666666666666,3.0,3.0,2.0,2.0
510,CHP05881,鸡内金,0.6666666666666666,3.0,3.0,2.0,2.0
511,CHP05834,蛤蚧,0.6666666666666666,3.0,3.0,2.0,2.0
512,CHP03194,芡实,0.6666666666666666,3.0,3.0,2.0,2.0
513,CHP05880,鸡脑,0.6666666666666666,3.0,3.0,2.0,2.0
514,CHP00208,半枫荷,0.6666666666666666,3.0,3.0,2.0,2.0
515,CHP05553,猪屎豆,0.6666666666666666,3.0,3.0,2.0,1.0
516,CHP05456,浙贝母,0.6666666666666666,3.0,3.0,2.0,2.0
517,CHP02270,藜草,0.6666666666666666,3.0,3.0,2.0,2.0
518,CHP02333,亮叶桦皮,0.6666666666666666,3.0,3.0,2.0,2.0
519,CHP05791,穿山甲,0.6666666666666666,3.0,3.0,2.0,2.0
520,CHP05689,紫葳茎叶,0.6666666666666666,6.0,6.0,4.0,4.0
521,CHP05679,紫苏叶,0.6666666666666666,12.0,12.0,8.0,8.0
522,CHP02375,柳杉,0.6666666666666666,21.0,21.0,14.0,14.0
523,CHP00608,大枣,0.6646341463414634,164.0,164.0,109.0,106.0
524,CHP05992,人中白,0.6626506024096386,83.0,83.0,55.0,50.0
525,CHP03808,鼠尾草,0.6610169491525424,59.0,59.0,39.0,39.0
526,CHP02056,决明子,0.6607142857142857,56.0,56.0,37.0,37.0
527,CHP04565,香加皮,0.660377358490566,106.0,106.0,70.0,70.0
528,CHP05283,玉兰,0.6590909090909091,44.0,44.0,29.0,29.0
529,CHP00972,儿茶,0.6585365853658537,41.0,41.0,27.0,27.0
530,CHP00543,板蓝根,0.6580310880829016,193.0,193.0,127.0,117.0
531,CHP00694,地锦草,0.6578947368421053,38.0,38.0,25.0,25.0
532,CHP01260,关黄柏,0.6571428571428571,70.0,70.0,46.0,46.0
533,CHP01486,红藤,0.6551724137931034,29.0,29.0,19.0,19.0
534,CHP02327,两头尖,0.6538461538461539,26.0,26.0,17.0,17.0
535,CHP00872,独一味,0.6538461538461539,26.0,26.0,17.0,17.0
536,CHP01933,金荞麦,0.6521739130434783,23.0,23.0,15.0,15.0
537,CHP01717,黄芪,0.6491228070175439,171.0,171.0,111.0,110.0
538,CHP03198,茜草,0.6486486486486487,74.0,74.0,48.0,48.0
539,CHP05557,猪鬃草,0.6470588235294118,17.0,17.0,11.0,11.0
540,CHP05061,野马追,0.6470588235294118,17.0,17.0,11.0,11.0
541,CHP00678,地骨皮,0.6470588235294118,34.0,34.0,22.0,20.0
542,CHP01603,华泽兰,0.6470588235294118,34.0,34.0,22.0,21.0
543,CHP00121,白毛藤,0.6446280991735537,121.0,121.0,78.0,78.0
544,CHP01235,枸杞叶,0.6428571428571429,14.0,14.0,9.0,8.0
545,CHP01757,茴香,0.6428571428571429,14.0,14.0,9.0,7.0
546,CHP03226,青果,0.6428571428571429,14.0,14.0,9.0,9.0
547,CHP01146,干姜,0.6415094339622641,106.0,106.0,68.0,66.0
548,CHP02604,买麻藤,0.6410256410256411,39.0,39.0,25.0,25.0
549,CHP02676,毛萼香茶菜,0.6410256410256411,39.0,39.0,25.0,25.0
550,CHP05377,泽漆,0.6410256410256411,39.0,39.0,25.0,25.0
551,CHP01741,黄杨,0.64,25.0,25.0,16.0,16.0
552,CHP01756,茴芹,0.64,25.0,25.0,16.0,16.0
553,CHP02209,狼毒,0.6388888888888888,36.0,36.0,23.0,23.0
554,CHP01340,海南粗榧,0.6388888888888888,36.0,36.0,23.0,23.0
555,CHP01309,鬼箭锦鸡儿,0.6363636363636364,11.0,11.0,7.0,7.0
556,CHP04599,响铃草,0.6363636363636364,11.0,11.0,7.0,7.0
557,CHP02469,鹿衔草,0.6363636363636364,11.0,11.0,7.0,7.0
558,CHP03263,清风藤,0.6363636363636364,11.0,11.0,7.0,7.0
559,CHP00347,常春藤,0.6363636363636364,11.0,11.0,7.0,7.0
560,CHP01965,金鱼藤,0.6363636363636364,11.0,11.0,7.0,7.0
561,CHP04547,相思子,0.6363636363636364,11.0,11.0,7.0,7.0
562,CHP02892,木麻黄,0.6363636363636364,11.0,11.0,7.0,7.0
563,CHP04018,娑罗子,0.6363636363636364,11.0,11.0,7.0,7.0
564,CHP00454,刺楸树皮,0.6363636363636364,11.0,11.0,7.0,7.0
565,CHP01968,金盏菊,0.6363636363636364,44.0,44.0,28.0,28.0
566,CHP01905,金钗凤尾蕨,0.6363636363636364,11.0,11.0,7.0,7.0
567,CHP00119,白马骨,0.6363636363636364,11.0,11.0,7.0,7.0
568,CHP04524,仙鹤草,0.6363636363636364,11.0,11.0,7.0,7.0
569,CHP06133,蛹虫草,0.6363636363636364,11.0,11.0,7.0,7.0
570,CHP02314,莲子心,0.6363636363636364,11.0,11.0,7.0,7.0
571,CHP01514,胡黄连,0.6351351351351351,74.0,74.0,47.0,44.0
572,CHP05782,蟾酥,0.6338028169014085,71.0,71.0,45.0,45.0
573,CHP04525,仙茅,0.6333333333333333,60.0,60.0,38.0,38.0
574,CHP02657,猫眼草,0.6333333333333333,30.0,30.0,19.0,19.0
575,CHP00322,草乌,0.6329113924050633,79.0,79.0,50.0,49.0
576,CHP03838,水飞蓟,0.631578947368421,38.0,38.0,24.0,24.0
577,CHP03695,蓍实,0.631578947368421,19.0,19.0,12.0,12.0
578,CHP02889,木榄,0.631578947368421,19.0,19.0,12.0,12.0
579,CHP04897,延胡索,0.631578947368421,19.0,19.0,12.0,11.0
580,CHP01930,金牛草,0.631578947368421,19.0,19.0,12.0,12.0
581,CHP03258,青叶胆,0.631578947368421,19.0,19.0,12.0,12.0
582,CHP05646,紫金牛,0.6311475409836066,122.0,122.0,77.0,66.0
583,CHP03175,千层塔,0.6307692307692307,65.0,65.0,41.0,41.0
584,CHP01350,旱芹,0.6296296296296297,27.0,27.0,17.0,17.0
585,CHP03182,千里光,0.6285714285714286,35.0,35.0,22.0,22.0
586,CHP01519,胡萝卜子,0.627906976744186,43.0,43.0,27.0,27.0
587,CHP01185,葛根,0.627906976744186,43.0,43.0,27.0,27.0
588,CHP00500,大果大戟,0.625,16.0,16.0,10.0,10.0
589,CHP02872,木姜子,0.625,8.0,8.0,5.0,5.0
590,CHP04002,酸石榴,0.625,8.0,8.0,5.0,5.0
591,CHP03718,石荠苎,0.625,8.0,8.0,5.0,5.0
592,CHP04574,香排草,0.625,8.0,8.0,5.0,5.0
593,CHP02439,耧斗菜,0.625,16.0,16.0,10.0,10.0
594,CHP01916,金鸡纳,0.625,24.0,24.0,15.0,15.0
595,CHP00376,赤瓟,0.625,8.0,8.0,5.0,5.0
596,CHP00945,多穗石柯叶,0.625,8.0,8.0,5.0,5.0
597,CHP01272,贯叶连翘,0.625,32.0,32.0,20.0,19.0
598,CHP00227,北豆,0.625,16.0,16.0,10.0,10.0
599,CHP05662,紫茉莉,0.625,8.0,8.0,5.0,5.0
600,CHP00201,半边莲,0.625,96.0,96.0,60.0,60.0
601,CHP00140,白首乌,0.625,40.0,40.0,25.0,24.0
602,CHP03051,欧活血丹,0.625,8.0,8.0,5.0,5.0
603,CHP06129,松蕈,0.625,8.0,8.0,5.0,5.0
604,CHP01517,胡萝卜,0.625,8.0,8.0,5.0,5.0
605,CHP01431,红花鹿蹄草,0.625,8.0,8.0,5.0,5.0
606,CHP05190,淫羊藿,0.6242424242424243,165.0,165.0,103.0,103.0
607,CHP00170,百合,0.6204379562043796,137.0,137.0,85.0,84.0
608,CHP00513,大黄,0.6195121951219512,205.0,205.0,127.0,127.0
609,CHP05615,梓叶,0.6190476190476191,21.0,21.0,13.0,13.0
610,CHP03657,蛇葡萄,0.6190476190476191,21.0,21.0,13.0,13.0
611,CHP03344,肉桂,0.6190476190476191,21.0,21.0,13.0,13.0
612,CHP03643,蛇床子,0.6181818181818182,55.0,55.0,34.0,34.0
613,CHP02019,菊花,0.6172839506172839,81.0,81.0,50.0,49.0
614,CHP00775,丁公藤,0.6166666666666667,60.0,60.0,37.0,37.0
615,CHP00135,白前,0.6153846153846154,78.0,78.0,48.0,48.0
616,CHP04863,荨麻,0.6153846153846154,13.0,13.0,8.0,8.0
617,CHP06091,茯苓皮,0.6153846153846154,39.0,39.0,24.0,23.0
618,CHP02400,龙胆草,0.6153846153846154,65.0,65.0,40.0,40.0
619,CHP00151,白鲜皮,0.6153846153846154,117.0,117.0,72.0,72.0
620,CHP04173,葶苈子,0.6153846153846154,39.0,39.0,24.0,22.0
621,CHP01620,槐,0.6153846153846154,13.0,13.0,8.0,8.0
622,CHP00323,草乌叶,0.6153846153846154,13.0,13.0,8.0,8.0
623,CHP03353,入地蜈蚣,0.6153846153846154,13.0,13.0,8.0,8.0
624,CHP04523,夏至草,0.6153846153846154,13.0,13.0,8.0,8.0
625,CHP01364,荷叶,0.6129032258064516,31.0,31.0,19.0,18.0
626,CHP00240,荜澄茄,0.6129032258064516,62.0,62.0,38.0,38.0
627,CHP02750,玫瑰花,0.6122448979591837,49.0,49.0,30.0,29.0
628,CHP01630,黄柏,0.6111111111111112,54.0,54.0,33.0,33.0
629,CHP01073,凤仙透骨草,0.6086956521739131,46.0,46.0,28.0,26.0
630,CHP05157,益母草,0.6086956521739131,69.0,69.0,42.0,42.0
631,CHP05319,远志,0.6083333333333333,120.0,120.0,73.0,73.0
632,CHP00241,萆薢,0.6081081081081081,74.0,74.0,45.0,45.0
633,CHP02507,萝芙木,0.6071428571428571,28.0,28.0,17.0,17.0
634,CHP00673,地枫皮,0.6071428571428571,56.0,56.0,34.0,34.0
635,CHP06001,麝香,0.6060606060606061,33.0,33.0,20.0,20.0
636,CHP02357,凌霄花,0.6060606060606061,33.0,33.0,20.0,19.0
637,CHP02272,藜芦,0.6052631578947368,38.0,38.0,23.0,23.0
638,CHP02323,两面针,0.6046511627906976,43.0,43.0,26.0,26.0
639,CHP00948,莪术,0.6017699115044248,226.0,226.0,136.0,131.0
640,CHP04552,香茶菜,0.6004319654427646,463.0,463.0,278.0,278.0
641,CHP00670,地胆草,0.6,10.0,10.0,6.0,6.0
642,CHP00770,调经草,0.6,5.0,5.0,3.0,3.0
643,CHP00359,车桑仔叶,0.6,5.0,5.0,3.0,3.0
644,CHP01884,角蒿,0.6,10.0,10.0,6.0,6.0
645,CHP03806,鼠曲草,0.6,10.0,10.0,6.0,5.0
646,CHP03979,苏木,0.6,50.0,50.0,30.0,29.0
647,CHP03871,水龙骨,0.6,25.0,25.0,15.0,15.0
648,CHP02583,马铃薯,0.6,5.0,5.0,3.0,2.0
649,CHP02713,毛蕊花,0.6,5.0,5.0,3.0,3.0
650,CHP01840,假百合,0.6,5.0,5.0,3.0,3.0
651,CHP01813,吉祥草,0.6,20.0,20.0,12.0,12.0
652,CHP00431,椿皮,0.6,95.0,95.0,57.0,55.0
653,CHP04374,无患子皮,0.6,5.0,5.0,3.0,3.0
654,CHP00238,荜茇,0.6,75.0,75.0,45.0,43.0
655,CHP03647,蛇根草,0.6,10.0,10.0,6.0,6.0
656,CHP03097,皮哨子,0.6,5.0,5.0,3.0,3.0
657,CHP00849,豆油,0.6,10.0,10.0,6.0,5.0
658,CHP01412,红椿,0.6,5.0,5.0,3.0,3.0
659,CHP03251,青天葵,0.6,5.0,5.0,3.0,3.0
660,CHP05486,蜘蛛香,0.6,10.0,10.0,6.0,6.0
661,CHP02240,老鼠簕,0.6,20.0,20.0,12.0,12.0
662,CHP02477,露蕊乌头,0.6,5.0,5.0,3.0,3.0
663,CHP02137,苦玄参,0.6,20.0,20.0,12.0,12.0
664,CHP02514,骆驼蓬,0.6,5.0,5.0,3.0,3.0
665,CHP05117,叶下珠,0.6,15.0,15.0,9.0,9.0
666,CHP03027,牛心茄子,0.6,5.0,5.0,3.0,3.0
667,CHP01181,戈壁天门冬,0.6,10.0,10.0,6.0,6.0
668,CHP03545,山莨菪,0.6,5.0,5.0,3.0,3.0
669,CHP03565,山萩,0.6,5.0,5.0,3.0,3.0
670,CHP03503,山矾,0.6,5.0,5.0,3.0,3.0
671,CHP01345,海州骨碎补,0.6,10.0,10.0,6.0,6.0
672,CHP00213,榜嘎,0.6,5.0,5.0,3.0,3.0
673,CHP00708,地刷子,0.6,15.0,15.0,9.0,9.0
674,CHP00448,刺梨,0.6,5.0,5.0,3.0,3.0
675,CHP04085,天花粉,0.6,5.0,5.0,3.0,3.0
676,CHP01783,鸡骨常山,0.6,10.0,10.0,6.0,6.0
677,CHP02934,南山藤,0.6,5.0,5.0,3.0,3.0
678,CHP01776,鸡蛋花,0.6,15.0,15.0,9.0,9.0
679,CHP05403,樟梨,0.6,5.0,5.0,3.0,3.0
680,CHP04951,燕麦,0.6,10.0,10.0,6.0,5.0
681,CHP00875,杜茎山,0.6,25.0,25.0,15.0,12.0
682,CHP01695,黄栌,0.6,5.0,5.0,3.0,2.0
683,CHP03124,破布木,0.6,5.0,5.0,3.0,3.0
684,CHP01558,虎掌草,0.6,5.0,5.0,3.0,3.0
685,CHP01568,花楸,0.6,5.0,5.0,3.0,3.0
686,CHP04682,小蓟,0.6,5.0,5.0,3.0,3.0
687,CHP04822,萱草根,0.6,5.0,5.0,3.0,3.0
688,CHP02543,麻风树,0.6,25.0,25.0,15.0,15.0
689,CHP00595,大叶糖胶树,0.6,45.0,45.0,27.0,27.0
690,CHP04612,象皮木,0.6,10.0,10.0,6.0,6.0
691,CHP02537,绿绒蒿,0.6,30.0,30.0,18.0,18.0
692,CHP02675,毛冬青,0.6,5.0,5.0,3.0,3.0
693,CHP02420,龙牙楤木,0.6,5.0,5.0,3.0,3.0
694,CHP02074,榼藤子,0.6,5.0,5.0,3.0,3.0
695,CHP04994,洋蒲桃叶,0.6,10.0,10.0,6.0,6.0
696,CHP00482,大巢菜,0.6,5.0,5.0,3.0,3.0
697,CHP00722,灯笼草,0.6,10.0,10.0,6.0,6.0
698,CHP04285,万年青根,0.6,10.0,10.0,6.0,6.0
699,CHP04313,尾叶香茶菜,0.6,35.0,35.0,21.0,21.0
700,CHP05309,圆滑番荔枝,0.6,5.0,5.0,3.0,3.0
701,CHP00231,北玄参,0.6,15.0,15.0,9.0,9.0
702,CHP03704,石菖蒲,0.6,45.0,45.0,27.0,26.0
703,CHP03500,山豆根,0.5961538461538461,52.0,52.0,31.0,31.0
704,CHP02562,马鞭草,0.5952380952380952,42.0,42.0,25.0,23.0
705,CHP01416,红豆杉,0.5948905109489051,548.0,548.0,326.0,325.0
706,CHP00246,蓖麻子,0.5945945945945946,37.0,37.0,22.0,21.0
707,CHP01180,藁本,0.5945945945945946,37.0,37.0,22.0,21.0
708,CHP01656,黄花夹竹桃,0.5945945945945946,37.0,37.0,22.0,22.0
709,CHP00660,稻草,0.5925925925925926,27.0,27.0,16.0,16.0
710,CHP01931,金钱草,0.5925925925925926,27.0,27.0,16.0,16.0
711,CHP00412,川贝母,0.5921052631578947,228.0,228.0,135.0,133.0
712,CHP05132,一年蓬,0.5909090909090909,22.0,22.0,13.0,13.0
713,CHP00191,斑鸠菊,0.5909090909090909,22.0,22.0,13.0,13.0
714,CHP02161,昆明山海棠,0.5909090909090909,44.0,44.0,26.0,26.0
715,CHP01543,槲寄生,0.5901639344262295,61.0,61.0,36.0,36.0
716,CHP02297,连钱草,0.5901639344262295,61.0,61.0,36.0,36.0
717,CHP00306,藏红花,0.5895522388059702,134.0,134.0,79.0,78.0
718,CHP05417,长春花,0.5894736842105263,95.0,95.0,56.0,56.0
719,CHP01623,槐花,0.5892857142857143,112.0,112.0,66.0,65.0
720,CHP04902,芫荽子,0.5882352941176471,17.0,17.0,10.0,10.0
721,CHP01168,高山火绒草,0.5882352941176471,17.0,17.0,10.0,10.0
722,CHP01019,飞燕草,0.5882352941176471,17.0,17.0,10.0,10.0
723,CHP00298,苍耳,0.5882352941176471,17.0,17.0,10.0,10.0
724,CHP00882,杜松,0.5882352941176471,17.0,17.0,10.0,10.0
725,CHP00209,半夏,0.5870967741935483,155.0,155.0,91.0,87.0
726,CHP01723,黄芩,0.5869565217391305,46.0,46.0,27.0,27.0
727,CHP01809,积雪草,0.5853658536585366,41.0,41.0,24.0,24.0
728,CHP03179,千金藤,0.5853658536585366,41.0,41.0,24.0,24.0
729,CHP00989,番茄,0.5849056603773585,53.0,53.0,31.0,31.0
730,CHP02443,芦荟,0.5846153846153846,65.0,65.0,38.0,38.0
731,CHP00802,东方狗脊,0.5833333333333334,12.0,12.0,7.0,7.0
732,CHP02310,莲叶橐吾,0.5833333333333334,12.0,12.0,7.0,7.0
733,CHP01996,九节茶,0.5833333333333334,12.0,12.0,7.0,7.0
734,CHP04223,土当归,0.5833333333333334,12.0,12.0,7.0,7.0
735,CHP01299,广西莪术,0.5833333333333334,12.0,12.0,7.0,6.0
736,CHP00013,艾实,0.5833333333333334,12.0,12.0,7.0,7.0
737,CHP02638,芒果,0.5833333333333334,36.0,36.0,21.0,21.0
738,CHP04084,天胡荽,0.5833333333333334,12.0,12.0,7.0,7.0
739,CHP02901,木通,0.5806451612903226,62.0,62.0,36.0,36.0
740,CHP02063,开口箭,0.58,50.0,50.0,29.0,29.0
741,CHP03070,胖大海,0.5789473684210527,19.0,19.0,11.0,11.0
742,CHP02279,荔枝核,0.5789473684210527,19.0,19.0,11.0,10.0
743,CHP01344,海藻,0.5789473684210527,38.0,38.0,22.0,22.0
744,CHP01923,金莲花,0.5789473684210527,38.0,38.0,22.0,22.0
745,CHP03342,肉豆蔻,0.5789473684210527,57.0,57.0,33.0,33.0
746,CHP05140,一枝黄花,0.5789473684210527,19.0,19.0,11.0,11.0
747,CHP02566,马齿苋,0.578125,64.0,64.0,37.0,37.0
748,CHP00406,楮实子,0.5777777777777777,45.0,45.0,26.0,24.0
749,CHP02353,灵香草,0.5769230769230769,26.0,26.0,15.0,15.0
750,CHP03218,秦艽,0.5769230769230769,26.0,26.0,15.0,15.0
751,CHP00470,翠雀花,0.5769230769230769,52.0,52.0,30.0,30.0
752,CHP00142,白术,0.576271186440678,118.0,118.0,68.0,65.0
753,CHP01682,黄精,0.5757575757575758,33.0,33.0,19.0,18.0
754,CHP01042,风轮菜,0.575,40.0,40.0,23.0,23.0
755,CHP00288,补骨脂,0.574585635359116,181.0,181.0,104.0,102.0
756,CHP02012,酒饼叶,0.5714285714285714,7.0,7.0,4.0,4.0
757,CHP02510,萝藦,0.5714285714285714,14.0,14.0,8.0,8.0
758,CHP02463,鹿角菜,0.5714285714285714,7.0,7.0,4.0,4.0
759,CHP03434,桑枝,0.5714285714285714,35.0,35.0,20.0,19.0
760,CHP03910,水仙,0.5714285714285714,7.0,7.0,4.0,4.0
761,CHP00327,侧柏枝节,0.5714285714285714,42.0,42.0,24.0,24.0
